input_text,target_text
"summarize: I chose these tomatoes because they are labeled ""organic.""  Since then I've discovered Muir Glen's cans contain BPA (in the lining).<br /><br />Because research shows solid levels of this chemical leeching from cans and plastics into containers' contents, showing up in Americans' blood streams, from infants to the elderly, I don't think this product can ethically be called organic!<br /><br />Most people empty cans of foods, such as tomatoes, directly into their recipes without thinking of washing them first. (How does one rinse or wash broth or soup, by the way?) In fact, many people like the salt and other seasonings in canned foods, and therefore, never consider rinsing them away. They believe it is safe to use the foods just as they are in the can, which is a reasonable assumption since that is how such products are marketed. Many, if not most, Americans do not yet realize that there is a problem and they are unwittingly feeding that problem to their families.<br /><br />There is something especially unethical and tragic about people paying a company higher prices for organic foods, thinking they are better protecting their health, only to be swallowing BPA with each mouthful, with many feeding it, an endocrine disruptor, to their children.<br /><br />BPA leeching into food is no better or safer than food grown with pesticides. Therefore, until Muir Glen stops using BPA lined cans or stops claiming the organic label and charging organic prices, I can't give high marks for either context.","Dishonest labeling of ""organic"" when cans contain BPA"
"summarize: Archway Classic Soft Oatmeal Raisin Cookies taste like the delicious oatmeal raisin cookies my mother made when I was a little girl growing up in the 1950s and `60s. But Archway Classic Soft Oatmeal Raisin Cookies had something my mother's cookies did not--a hint of spices and nuttiness, and zero trans fat. As a kid, I didn't know or care anything about trans fat. But my father and I, afraid we would never get my mother's homemade cookies again, didn't dare tell her we could taste the difference the Archway secret seasonings made.<br /><br />My mother learned her recipe from her mother, my grandmother, who had learned the recipe from her mother, my great-grandmother, which my great-grandmother retrieved from the back of a 1920s oatmeal cereal box, altered over many years to satisfy their own tastes.<br /><br />When my mother began working and had no time left for baking cookies, she bought different brands of oatmeal raisin cookies for my father and me to try until we agreed that the taste, consistency and appearance of Archway Classic Soft Oatmeal Raisin Cookies came closest to her homemade oatmeal raisin cookies. Archway Classic Soft Oatmeal Raisin Cookies have a delicate golden color, traditional rich spicy aroma, old-fashioned wholesome flavor, gentle sweetness of natural brown sugar, and freshness with that just-out-of-the-oven moist tender texture.<br /><br />My mother served her oatmeal raisin cookies and, later, Archway Classic Soft Oatmeal Raisin Cookies, with a cup of hot, honey-sweetened tea in winter or a chilled glass of the same or lemonade in summer.<br /><br /><a href=""http://www.amazon.com/gp/product/B0005XMK6Y"">Archway Oatmeal Raisin Cookies, 9.25 oz</a>",Archway Classic Soft Oatmeal Raisin Cookies Closest to Mom's Homemade
"summarize: Nutiva Organic Hemp Protein Powder, 16-Ounce Jars (Pack of 2)<br /><br />Just received in the mail today: Nutiva(tm) brand Organic Hemp Protein Powder.<br /><br />I have tried many, many kinds of protein powders. I have hated them all, for one reason or another. Most of the time it's because they're pre-sweetened with aspartame or saccharine or even straight-up sugar. I'm not really ""into"" too much sweet stuff. Because I have to consume untenably massive amounts on a regular basis, protein powder will need to be as unobtrusive as possible.<br /><br />I wanted to try Nutiva's hemp powder because it also had a lot of other nutrients in it besides protein, and because all of these nutrients and protein were naturally-occurring, not chemically combined to form some alien mud substance.<br /><br />Right away I noticed the difference. This stuff was powderized, but it's like powderized grass clippings -- olive-green in color, with a smell not unlike alfalfa hay.<br /><br />And this stuff isn't artificial. Besides 11g of protein for every quarter-cup of powder, it also has Omega3 fatty acids in it, and a few other goodies.<br /><br />I love the nutty flavor it lends to food. It changes the appearance of food, however, giving it a khaki-green cast, and it changes the texture of it a bit with a grittiness.<br /><br />It's great in smoothies. Not being a big sweets-consumer, however, I also try to mix the hemp powder into other foods. Mashed potatoes is an interesting choice, particularly if you don't mind consuming green mashed potatoes! It can also be stirred into sauces.<br /><br />I like it WAY better than any other protein powder I've ever tried.","High quality, and a change of pace"
"summarize: This new idea Splenda has come up with seems to be more of a gimic than anything else but I guess adding ""B"" Vitamins or Fiber can't hurt. I did notice a slightly different flavior in my morning coffee but not enough to be turned off by it. Now this new Splenda with added vitamins is packaged in a foil/paper wraper, this keeps it fresher and less likely to become stale or wet. I'll keep using Splenda but not sure if this one is worth spending more than the standard product. I have used the generic Splenda and have to say it's hard to taste the difference.<br /><br />* One other big point, the Packets are hard to open given the new foil liner, I wish they added a pull tab or at the very least score the edges so you have a starting point to help open each packet, who wants to fight with your Splenda before your first cup of coffee?",A new idea to boost sales maybe?
"summarize: I haven't been to australia, but I have heard of this from a youtuber ""itsjudytime"" and she reviewed these which got me to want to try these out because she made them look that good! Luckily i read a comment that they are sold at ""cost plus world market""! I remember passing by one but never really had the curiousity to go check it out until now. Found one near by, and tada...there they were! Wasn't called Tim tams but arnott's was the one i found and to my surprise...3/4 of the boxes were gone, only 3 left so that tells me..it must be delicious! They were about $3.99 at the store and lucky I found them there or else pay for big fee of shipping (but then again, i suppose these would be worth the price for how deelish they are!) so check em out at your nearest world market! I made some hot chocolate and shabam....i was in heaven. I could only eat two in one sitting but if i could..i'd eat the whole thing :) I'll forsure am going to buy some more!",So yummy! Won't be disappointed! :)
"summarize: I too have been searching for Senseo pods for months and finally decided to try another brand. I think the Senseo pods are now coming back in stock btw.  These do fit the senseo and the taste is good. However, out of the 3 packages, 2 had pods that had broken inside and spilled grounds all over the other pods.  This is inconvenient and messy.  I did order another set to see if this was a fluke but lots of other reviewers have experienced the same thing. If I get more broken pods, I will switch back to the Senseos now that they seem to be available in limited selections.",Fits Senseo but pods broken in bag
"summarize: There's only one thing keeping me from giving this a solid 4 star rating: the aftertaste, which I'll get more into later.<br /><br />First, the good. Other than the aftertaste, this tastes pretty good. I can pick out the different flavors of pomegranate, blackberry, honey, and tea, and they don't clash with each other. They're well blended together for the most part and this is pretty awesome with a lot of ice.<br /><br />It's just that the aftertaste ruins it. There's this slight chemical taste to the product that really interferes with the other flavors, making it so I am unable to forget that this is a powdered mix. It isn't something that would keep me from drinking the tea, but with how well everything else works together it's pretty noticeable. Again, this isn't something that I'd say would keep me from going out and purchasing it on my own, just something I hope that Lipton works on in the future.<br /><br />Aside from this, I only had one gripe that did not detract from the product itself and I didn't change the ratings for this at all. I'm just really irritated at the packaging saying that this is a 5 calorie beverage. It is, but only if you plan on using half of the packet. This is something that is standard for most companies and it's really irritating since the majority of consumers will use the entire packet and many will count the entire beverage as 5 calories when it's really 10. It's not as big of a deal here as it is with some of the more sugared products with higher calorie and carb counts, but this is sort of misleading unless you're someone who scours the nutritional and serving information on everything you buy.<br /><br />Overall though, this is something I'd probably go out and buy with my own money.<br /><br />3.4/5","Not bad, has a bit of a weird aftertaste, though"
"summarize: We have a water filter at home and I usually take a bottle of filtered water to work - but when that's gone, there is only tap water, so I keep this at work.  It just takes a squirt per bottle and the strong mineral flavor to our water is tolerable. No artificial sweeteners (which I do use rather than sugars, but try to keep to a minimum), very convenient.  This is a vine product so I didn't pay for it but I will definitely buy more when this is  gone.<br />I've tried several options and the only thing that I like better is a squeeze of fresh lime which is NOT convenient to keep in a drawer at work.",Just takes a few drops to cover the taste of non-filtered water.
summarize: My husband and I love this seasoning. We first tried it at a friends house and we loved the flavoring on the chicken.<br />We then borrowed some and we could not stop talking about it nor stop cooking with it. I came to amazon to see if they carried it and yes they did. My friends didnt visit Kenya often and the price they charge to bring over product or shipping and handling didnt make sense.<br /><br />I first order 5 at a time and then they told me my order could not go through. I didnt think the quantity mattered so then I just put 2 and then my order went through. I know many others are ordering this spice and loves it just as much as we do.<br /><br />Yum Yum YUM. I was looking for the Chicken Flavor but no Luck...,BEST seasoning. We use it almost everyday
"summarize: I'm typically a bar soap kind of guy, Irish Spring or Dial depending on the day. I got some of this to try though and I was pretty stoked. It smelled all manly and stuff; my girlfriend seemed to enjoy the scent as well.<br /><br />Let's just say the enjoyment didn't last long. This junk makes me feel like I have a film on me when I leave the shower. I figure it's all moisturizing or whatever, so that was ignored. What bugs me though, is that I can't make it past 5pm without feeling completely disgusting. My taint gets all tainty and before I know it, my day is ruined and I still have 5 hours to go. I could take another shower, but I'm a busy guy.<br /><br />Here's to switching back to bar soap. I feel clean all day and smell clean, not manly, but at least clean. That's enough for me, I'll wear cologne if I want to smell like what society has deemed 'manly'.<br /><br />Summation: This stuff leaves you gross and dirty. Major Fail.","Smells nice, but leaves you dirty"
"summarize: I got this as a gold box deal for a great price. The product tastes great and we've been enjoying it for breakfast. However, it is still comparable to many other competitive products. In other words, nothing to really write home about. I personally do not give 5 stars unless something is absolutely outstanding and beats all my expectations (isn't that what maxing out the star rating should be?). So this gets my 4-star vote, 4.25 if that was available :)<br /><br />BTW, one thing that was surprising was that the cans I received (order Mar 2011) Expire Jan 2012. So either that's a testament of its lack of preservatives and quality or Amazon was getting rid of its expiring products as a gold box deal.","Tastes great, but short of outstanding"
"summarize: Markets in our area have Crystal Light on ""sale"" from $2.99 to $3.49 PER container (12 quarts) so Amazon's price is VERY competitive - if you use Subscribe & Save. Plus, you never run out, and its sent right to your door! What could be better? Also, this flavor, Strawberry Kiwi, makes a light pink color drink that doesn't stain like the RED flavors can. Also, sometimes I add a couple tea bags & let them cold brew overnight, for a little more ""punch"" in the drink. I do all the yardwork/gardening around our house and its so refreshing to have a cold drink ready to pour when I come in from the heat, without worrying about gulping down EMPTY CALORIES (the enemy, right?) So sign up, and enjoy Crystal Light all Summer!",AWESOME value at only $2.55 per container on Sub & Save!!
"summarize: Over the past two years, i have been working out 5 days a week. I have tried a ton of different pre-workout supplements. I am little older now and so I wanted something that would make me have enough energy to finish and complete my entire workout.<br /><br />I not only try and change my workouts every 6 months or when I feel like I have hit a plateau in my workout, but I often try different supplements to see if i can see any difference.<br /><br />Labrada Super Charge is freaking awesome. I can take one scoop and within about 15 minutes, I can feel it working. I don't get the weird tingling like you do with Jack 3d and other products, but you can just feel it. I always start my workouts with 5 minute warm-up and I always check my heart rate. This stuff doesn't make your heart go crazy or cause any other strange side affects.<br /><br />On certain days, in my case Leg days, I take about a scoop and half, because I seem to always be weaker and lazier on leg days, because they are my weakest muscle group. But this stuff lets me kick into a higher gear and complete my workout.<br /><br />For the money, it is currently my favorite. Supplements can get expensive, so i always try and be selective in where i spend money.",Great pump and less tingling feeling!
"summarize: I LOVE these macaroons.  I was told today my supermarket has discontinued them.  I can't figure out why since I've been buying the market out of them regularly!  I have to check back with the natural foods department when the supervisor is in to explain that it has to be a mistake.  I'll be ordering them online until the market straightens it out.  But these are amazing macaroons, and my husband keeps eating them up too!  If you like coconut and prefer honey to sugar, you can't go wrong with these delightful treats!  And they have no gluten which many people (myself included) are trying to avoid.","These are my all time favorite sugar free, gluten free, dairy free dessert"
"summarize: I purchased a pound of whole-bean while on a recent cruise to Jamaica (and Haiti) and could not wait to grind this up and put a cup of it through my aeropress.  Simply the best cup of coffee I've ever had.  0 acidity and 100% smooth! great notes throughout and makes the perfect cup of night-time coffee.<br /><br />If you much prefer bold/strong coffee, such as myself, then you would not want to buy this coffee. It is not strong at all, but great none-the-less.<br /><br />I highly recommend this coffee for anyone that goes to the area, to at least buy some and bring it back to try.  You will not regret it.","Possibly the best coffee, I've ever had"
"summarize: I had very high hopes. I've seen the Rick Bayless show on PBS and always thought highly of his eagerness of unique and original flavors. Unfortunately the New Mexico skillet sauce was not at all what I expected and it did not live up to the price. Per the directions, I used chicken to create a shredded chicken taco. What resulted was a very thick, pasty red mess that tasted like the generic ""chili seasoning"" spice mix. It was oily, devoid of any complex flavors, and just rather unpleasant. I guess what bothered me most was that an apparently good cook, Bayless, put his name on this. It's a case of the hype not living up to reality.<br /><br />With some kitchen work, I was able to salvage the skillet of chicken, but it required a fair amount of massaging to create something edible. It seemed like the sauce wasn't complete. In the end, the sauce helped to create some good chicken, but it was not at all a one-pack solution as advertised.<br /><br />In the end, if you want a unique and much more flavorful chicken, try the Chi Chis original seasoning. <a href=""http://www.amazon.com/gp/product/B000MBN5TK"">Chi-Chi's Restaurante Seasoning Mix, 0.78-Ounce Packages (Pack of 24)</a>. It is much better, and a much better value.","Bland, and with an unpleasant aftertaste"
"summarize: I thought this Chips Ahoy Chewy Gooey Megafudge product was pretty darn good. I was afraid that it would be too ""chocolaty"" or too sweet, but it's actually a pretty good balance. A few minor complaints is that the dough on the cookie crumbles a bit easily... especially around the edges. I would've liked it more cohesive. Also, the ""fudge"" core wasn't quite creamy enough, as far as the texture is concerned. The fudge also would've been better if it tasted more like ""dark chocolate"", but instead it tastes more like hot cocoa. Despite these observations, I think these are pretty delicious cookies and definitely worth a try.","This is pretty darn good, if you like chocolate"
"summarize: Tastes more like a combination of Thai lemongrass soup and hot and sour soup instead of actual pad Thai.  Very nice spice factor to it and good amount of noodles that satisfy.  Filling for lunch or dinner.  Ordered through Amazon prime and literally received in 24 hours!  Signed up for subscription service and paying only 1.50 per cup, a good deal in my book and love that it comes directly to my door.  I would otherwise have to drive 45 minutes to buy in a local grocery store.  So pleased!  Tasty and cheap lunch option.  Will keep several in my desk for work!  Thanks Amazon and thanks Dr. McDougall!","Tastes more like Thai lemon grass soup, delicious!"
"summarize: I'm generally a fan of 5 gum--to the extent that a person can ""have a brand"" of gum, it's my brand. But wow, this stuff is gut-churning. Even by fake-green-apple standards, it's bitter and almost rancid-tasting. Maybe that explains why the flavor only holds up through about eight chews. It's a small mercy, but a mercy nonetheless.<br /><br />If you're a gum dealer looking to score big bucks in the collector's market ten or twenty years down the line, you should probably grab a case or two, because there's no way this stuff will be available much longer. Otherwise, you're better off chewing on your fingernails or old gristle or whatever you can find stuck between the sofa cushions. Or any of 5's other delightful flavors. Except maybe watermelon ... oh, sorry, ""Prism."" I think the person who names these things is the same person who taste-tests them.",A new low in the annals of chewing
"summarize: Once you get over the fact that the Aerogrow is infomercical hype that requires costly ""seed kits"" and special lightbulbs, this is truly an amazing product.  The herbs literally started growing within days.  In less than a month, I have an enormous herb garden.  I don't have to do anything except occasionally add more water, and the Aerogrow even alerts me as to when to do this.  I can't wait to have fresh herbs during winter when they are hard to grow indoors.<br /><br />The ""seed kits"" are seeds in a little sponge that is encased with a plastic housing.  The plastic fits into small holes in the Aerogrow.  The root system pushes out of the sponge and plastic housing and down into the water tank below.  Nutrients are occasionally placed into the water tank.  The Aerogrow has lights to alert when nutrients should be added.  This is not rocket science.  In fact, I removed the provided seeds from one of the sponges and replaced them with cucumber seeds that I'd bought, and literally within 3 days I had a plant that was 3 inches tall.  When you buy seed kits, you are paying for the sponge and plastic housing that fits into the Aerogrow.  Yes, this is a rip off and a crafty person could probably replicate the housing and use another type of sponge to avoid having to buy more costly seed kits.<br /><br />The Aerogrow is costly, as are the component parts.  However, it's true that it will pay for itself.  It is quiet, though it does take up a bit of space.<br /><br />I would give the Aerogrow 5 stars except for the fact that it is costly and the component parts are costly.",Can't Believe They Grow That Fast!!!
"summarize: This is one of the best ways to get nearly complete protein from a vegetable. Use a wide-mouth mason jar (easier to clean) and a stainless mesh drain cover from your local hardware store. This makes daily rinsing easy. Soak overnight the first night. After that, rinse daily and drain well. Cover with the regular jar lid to keep moist. Takes about 3 to 4 days to get a quart of sprouts from one-third cup of dry. These lentils make very tastey sprouts, with a crunch like chopped almonds when cooked with par-cooked potatoes, sweet potatoes or other starchy vegetable. Eight minutes is enough. Don't let them get too long or green before cooking or they will taste a little grassy. Good raw rolled in rice paper with green onions and dipped, or on sandwiches.",Sprouting lentils is easy and nutritious
"summarize: This review is for the coffee, not the roaster (Jersey Shore Coffee Roasters). The roaster is fantastic. I would order from them again. True to their word, the coffee had been roasted 3 days before it arrived; the perfect time to give it a try. It came in a resealable gold foil/mylar exhaust pouch with a flat bottom. It was clearly labeled with the coffee type and roast date. Now on to the product.<br /><br />I've been curious about 100% Blue Mountain estate coffees for years, and after much research, the Mavis Bank Estate came up as one of two that I wanted to try. I ordered the 1/2 pound bag; partially because this bean is so %^#* expensive, and also because I didn't want to get stuck with a pound of beans I might not like, and wish I had the fifty bucks back in my pocket. I much prefer Kona or a Costa Rican peaberry to this. It's a nice coffee; maybe too ""nice"". If you're a connoisseur of mild coffees, this is the one for you. It makes Gevalia Light Roast taste like French roast. Too delicate for my taste. I made a few pots, and kept increasing the amount of coffee. It looked pretty scary whe I was using 6 scoops for five ""cups"", but always tasted bland and watery. I tried it with just a hint of sugar, and nothing else.<br /><br />I'm not into 100% dark roasts at all; I hate that burnt taste. In fact I use a medium roast for my espresso machine. I'll try running some of this through it. Maybe It'll extract some flavor from this curious bean.",Not sure what all the hoopla is about...
"summarize: update 2/18/2012:  I GOT MY MONEY BACK about 1/17/2012. If you truly want ceylon/mexican cinnamon, use this link instead<br /><br />http://www.amazon.com/gp/product/B001SAU1F0?ie=UTF8&force-full-site=1<br /><br />DO NOT ORDER FROM LATIN PRODUCTS!! I received the wrong type of cinnamon poorly packaged. It looked like it was done at someone's house and they used twist ties to seal it in thin plastic bags. I complained twice (first Richard, then Lance) before anything was done. francisco (lowercase on purpose) came to the phone with a nasty disposition. When I did attempt to talk, he kept talking over top of me, being irate because it was not an error, his bait and switch of the product was deliberate. He said ""I don't care about your business, I'm the owner"".  After being threatened with legal action, he emailed me a label to ship it back, ""I'm going to weigh it and if any is missing you won't get a refund"". What reputable business comes to the phone with a combatative demeanor and attitude?  This operation is a team of con men in my opinion. Clearly he told the truth when he said he didn't care about my business and I'm sure he will against the law, put this merchandise back in stock.<br /><br />There are several addresses floating around for this 'business'.  Save yourself the hassle by ordering from someone else!",francisco is trying to rip you off
"summarize: After doing a bit of research I decided that I should either feed my dog this or Merrick puppy food.  All the other ones I saw either had ingredients that I didn't want to give him or cost considerably more.  Of the two, I think Merrick might be a better dog food, but this one didn't have anything in it that I found objectionable and the difference in price will add up over time so I decided to go with Chicken Soup.  My dog is still a puppy, but I accidentally ordered the adult formula instead of the puppy formula the first time I ordered it.  My dog didn't seem as interested in his food after I switched him from the adult to the puppy formula.  He got over that after a couple days, but I was surprised by that.  I was also surprised to find a can in the middle of the package that was severely dented on the side.  Since it was in the middle of the case that means that it was already dented when it was packaged and not damaged during shipment.  At least the seal wasn't broken, but if it had been dented any further it very well could have been.  Despite that I still think that this is an amazing deal for dog food of this quality.",One of the best affordable wet puppy foods that I have found
"summarize: At first I thought this was more like instant espresso taste made with a something completely new, similar to tea.  When I got it, it is tea.  It's what Chinese call ""red"" tea aka black tea.  There's nothing wrong with it, it's just instead of something completely new, it's the same red tea I've had every since.<br /><br />Now, this does teach me a new way to brew tea.  Never thought of using a coffee or espresso machine on tea, and it actually came out pretty good.  We made a drink using this tea with coffee machine, added heavy dose of creamer and sugar - came out like Thai Tea, which you can find in most Chinese Cafe's.  It's a fairly popular drink, good taste.<br /><br />Then tried this with espresso machine, added condensed milk, this came out tasting like royal milk tea, which is a real bonus.  This drink is really expensive, in restaurants, it's about $3-$4 each, and if you buy instant mix it's about $0.50 each and it mixes about 4oz, so with this tea, it's a good deal.<br /><br />Although the item itself isn't something new, but it does bring new ways to enjoy the food.  Use some creativity and this product is fun and tasty!",A fancy name for Chinese Red ( black) tea.
"summarize: I really enjoy both Living Harvest Original Hempmilk Unsweetened along with Living Harvest Hempmilk Vanilla Unsweetened. Of all the Milks that I have tried (Almond, Coconut, etc.), these are my favorite for just drinking and for baking and cooking with. They are both Low Carb, which is a big plus, (only 1 Carb per cup of milk) (2) Two they both taste good,(It has a refreshing nutty taste, closer in taste to real milk)(3)three they don't have any sugar cane or any other sweeteners mixed in or any odd chemicals or ingredients that would be bad for you, which is a huge plus for me, and (4) Fourth I love the fact that it has Omega 3's packed naturally into the milk. Hemp naturally has its own Omega 3's, so it's not added it's there naturally. AND Omega 3's are really important for the brain. So, since I can't drink Raw Milk, because of Casein sensitivities. . .I now choose Living Harvest Original and Vanilla unsweetened to drink and cook with. I hope they will continue to make these two milks.",Great Tasting Omega 3 Non-Dairy Milk Product!
summarize: I've tried about 30 varieties and this is one of my everyday cups. This actually tastes like Folgers which I also like but this is cheaper. I think in fact they make this? I use the 10oz setting on my Keurig and this is just right for me. For those who like a strong cup then they might want the smaller setting. I have had a few guests ask me what kind of coffee this was as they really liked it. Must be a low acid blend as it never upsets my stomach even after 5 cups. Very smooth taste. I'm not a coffee connoisseur but after tasting so many different K-cups I can tell you this one is one of the best.,Nice and smooth no bitter taste!
"summarize: Imported from Istanbul, Turkey, Koska halva is absolutely the best and completely outdoes the competition. Personally I prefer the pistachio or chocolate varities to the plain, but all three taste wonderful. The plastic containers keep it nice and fresh. A word to the wise: this Middle Eastern treat is so outrageously good that it is hard to stop eating it. Cut yourself a quarter-inch thick slice and then put the container away immediately, otherwise you will yield to the temptation of cutting more and more slices. Also, try to control yourself and eat it once a day. Needless to say, halva goes great with strong Turkish coffee and the two together will give you quite a burst of energy. The only way you could do better than Koska is to get real homemade halva which not easily available. Enjoy!",The best halva is the best!
"summarize: I ordered this as extra & recieved it on time & at door. When I opened the cans my cats were READY! BUT, what came out was a mushy mess & the cats even knew something wasent right! Some gave it a shot , then quickly walked away! Others wont touch it ( & I dont blame them!) . I have this brand on sub & save & I have used it for a year or so, NEVER have I had this issue. Still a total waste & now I have to 1-2 day order More, a different flavor I think! Not happy !",Not like my usual case of this food!!!!
"summarize: While I cannot speak of the ""muscle recovery"" effect of this product or any measureable way to decide if it actually helps or not, I can say for certain that it tastes very good, especially if you are a chocolate lover.  Normally, I would prefer a drink much higher in protein content and lower in calories after a workout.  Unfortunately, that often means artificial sweeteners and other relatively unsavory ingredients (imo).  reGen is sweetened with good old sugar.  The protein source is isolated milk protein (whey), not soy, and that's good because I wouldn't touch soy with a ten foot pole.  The rich chocolate flavor comes from real cocoa of all things, and it really makes reGen taste GREAT!  Additionally, reGen is 99.9% lactose free if lactose is a problem for you.  Shake it up and drink this stuff cold out of the fridge and it tastes just like a rich chocolate milk, only better.  What a treat after a workout or mowing the lawn!",Unsure of the muscle recovery benefits.  Positive it tastes great though!
"summarize: Being a Bob's Red Mill fan, I bought <a href=""http://www.amazon.com/gp/product/B000EDM772"">Bob's Red Mill Low-Carb Bread Mix, 16-Ounce Packages (Pack of 4)</a> on a whim to try it. I have a bread machine, but hadn't used it it a long while (like many folks, I suspect). Plus, I have been watching carbs but I love bread. If you are a fan of low-carb bread (if it's possible to be a fan of anything low-carb), I think you will enjoy this product.  It produces a large loaf of fluffy, light but a bit chewy bread -- great for slicing or tearing up by hand.  It has a nice wheaty taste and doesn't have that cardboardy consistency/taste that many low-carb products have. It uses half-and-half as one of its ingredients, which I think makes it fluffy.  My only quibble: I have a two-pound bread machine and the bread consistently overflows the top of the machine at the end of the baking cycle -- creating a mushroom-like top to the loaf. So, the top is a bit underdone. I am going to try baking it in the regular oven the next time and see if that is better.  Again, Bob's Red Mill products aren't cheap, but they are very high quality and the four packages produce four large loaves of bread that stay fresh for quite a while and travel well. (I often tuck one into my suitcase when I travel.)","Bob's Red Mill Low-Carb Bread Mix -- Good Product, Worth Breaking Out the Bread Machine For"
"summarize: An eco-conscious competitor to Nespresso? YAY, I thought, this would be good. And it sort of is.<br /><br />The packaging is great as it gets away from Nestle's use of we-don't-care-about-the-planet metal (aluminum?). Five stars for that.<br /><br />On the other hand, the coffee isn't so great. I bought these without a review and without much information about what type I was buying -- I guess I'm a maverick like that (ha). Although I got them on time, and had apparently purchased an espresso that was considered 4 out of 5 in strength, it really tasted like a 1.5 out of 5 in strength. So, I'm NOT impressed with the coffee -- and I am NOT a coffee expert.<br /><br />Bottom line is, I might try them again if I can find out which espresso is strongest. And, I might try them again because I hate the planet-hating, overpriced monopoly that Nestle has on Nespresso pods... but I gotta say that Nestle's Nespresso pods are tastier.<br /><br />So would some entrepreneur mind doing something about this dilemma? Kthnxbai","Ecopackaging 5 stars, Coffee 3 stars"
"summarize: The best balsamic vinegar for the money, bar none.  I have used balsamic vinegar for over twenty years along with regular red wine vinegars for my different salads, but until I found Academia Barilla I had no idea what a difference an aged, thick, dense, aromatic vinegar could make. It comes the closest to privately made balsamic vinegar I've enjoyed in Modena, Italy. Compared to other ""industrially made"" vinegars that are watery, transparent, lacking in intensity, and, needless to say, much cheaper, Academia Barilla is superior to all of them for its artisanal quality. Unless one wants to pay anywhere from 30 to 100 dollars for artisanal balsamic vinegar from Modena, Academia Barilla at slightly over 10 dollars is definitely worth the price.",Academia Barilla Balsamic vinegar of modena
"summarize: My daughter is now 7 months old, and I only now am getting time to write a review :) but these are my FAVORITE GoPicnics! I have at least 5 in my car at any one time, one in the diaper bag and I throw one or two in the stroller, when we go on long walks because I constantly need the calories (I am breastfeeding), and when she is sleeping in her carseat and I want something healthier than drivethru, and don't want to wake her up to go in anywhere, these save my bacon. I usually start with the surprisingly sweet and salty chocolate and move on to the salami then cheese and crackers (carefully balancing ratios), saving the nut mix until the end. Even if the chocolate melts in the car, it is still yummy :). These really come in handy when my grand food plans have fallen through because she is still not sleeping through the night... but that is another story...",Healthy tasty meal for a breastfeeding new mommy
"summarize: We used to buy these mixed berries and they were fantastic--all you tasted was fruit, and there was no extra sweetening.  Sadly, the manufacturer has changed them, making sugar the SECOND item in the ingredient list, and adding OIL--the two of which combine to form a sickly sweet sort of syrup. This not only makes the berries a mess to eat, it also means that when you first taste them, what you taste is the sugar, nothing else.<br /><br />Hopefully this manufacturer will wake up and realize that we are all trying to avoid extra sugar in our diets, and they are doing us no favors at all by adding sugar and oil to what should be purely fruit.  The change is not good for us and not wanted--what more do they need to hear?",This product has changed--for the worse!
"summarize: Imagine doggie treat flavored underarm deodorant.... have to squeeze just a bit to get the roller wet, then turn upside down and let the dog lick it. Unique idea.  Would probably be useful as a training tool. Our dog definitely likes it.  I imagine this works best as a daily treat. I shudder to think what would happen if you let the roller dry out, dog ends up with a tounge rash trying to push the roller past the dried out spot... or worse, squeeze to hard and drip doggie treat juice all over!! I'm just saying...  :)<br /><br />All in all, worth a try for the dog that has everything or just needs a change of taste...<br /><br />All the best,<br /><br />Jay",Just don't set it next to your roll-on deodorant... :)
"summarize: Absolutely LOVE this toy. We recently purchased this for our 8 month old French Bulldog after our trainer suggested feeding him by hand to prevent him from gobbling up his meals in 2 seconds as Frenchies do. While that's great in theory, there are many times we just can't sit and feed him his kibble bit by bit. We tried several Kong type products and he was able to either get his food out too quickly or grew bored and never ate. This toy makes him really work for his food and because he can see the food through the tube it really keeps his interest. My only gripe is that the plastic tube could be more sturdy. I love that it's see through but his jaws of steel have already done some damage to it, but perhaps we just need to experiment with a larger size (we have the small now) We've only had it a short time so I can't speak too much for longevity but for now it is an amazing solution.",Amazing toy for dogs who devour their food quickly
